contact,job,month,day_of_week,education,marital,grupo_edad,yes
cellular,admin.,may,thu,basic.9y,single,entre 40 y 49 años,yes
cellular,admin.,may,fri,university.degree,married,Menor de 30 años ,yes
cellular,management,may,fri,university.degree,married,entre 50 y 59 años,yes
cellular,admin.,may,fri,high.school,single,entre 30 y 39 años,yes
cellular,retired,may,fri,basic.4y,married,60 años o más,yes
cellular,technician,may,fri,professional.course,married,entre 30 y 39 años,yes
cellular,retired,may,fri,basic.4y,married,60 años o más,yes
cellular,admin.,may,fri,university.degree,married,60 años o más,yes
cellular,management,may,fri,university.degree,married,entre 50 y 59 años,yes
cellular,admin.,may,fri,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,may,fri,basic.4y,married,60 años o más,yes
cellular,student,may,mon,university.degree,single,Menor de 30 años ,yes
cellular,admin.,may,mon,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,may,mon,basic.4y,married,60 años o más,yes
cellular,retired,may,mon,professional.course,married,60 años o más,yes
cellular,technician,may,mon,university.degree,married,entre 30 y 39 años,yes
cellular,retired,may,tue,university.degree,divorced,60 años o más,yes
cellular,services,may,tue,university.degree,divorced,entre 40 y 49 años,yes
telephone,unemployed,may,tue,high.school,married,entre 50 y 59 años,yes
cellular,self-employed,may,wed,university.degree,divorced,entre 40 y 49 años,yes
cellular,student,may,wed,high.school,single,Menor de 30 años ,yes
cellular,retired,may,thu,professional.course,married,60 años o más,yes
cellular,admin.,may,thu,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,may,thu,professional.course,married,entre 30 y 39 años,yes
cellular,management,may,thu,university.degree,married,entre 50 y 59 años,yes
telephone,admin.,may,thu,university.degree,married,entre 40 y 49 años,yes
cellular,student,may,fri,university.degree,single,Menor de 30 años ,yes
cellular,services,may,fri,basic.9y,single,entre 30 y 39 años,yes
cellular,blue-collar,may,fri,basic.6y,married,60 años o más,yes
cellular,admin.,may,fri,university.degree,married,entre 30 y 39 años,yes
cellular,self-employed,may,fri,high.school,married,entre 40 y 49 años,yes
cellular,student,may,fri,university.degree,single,Menor de 30 años ,yes
cellular,unemployed,may,mon,high.school,single,Menor de 30 años ,yes
cellular,retired,may,mon,basic.4y,married,60 años o más,yes
cellular,unemployed,may,mon,high.school,single,Menor de 30 años ,yes
cellular,retired,may,mon,basic.4y,divorced,60 años o más,yes
cellular,technician,may,tue,university.degree,single,entre 40 y 49 años,yes
cellular,admin.,may,tue,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,may,tue,university.degree,married,entre 30 y 39 años,yes
cellular,retired,may,tue,basic.4y,divorced,60 años o más,yes
cellular,student,may,tue,high.school,single,Menor de 30 años ,yes
cellular,blue-collar,may,wed,professional.course,married,entre 40 y 49 años,yes
cellular,retired,may,wed,high.school,married,60 años o más,yes
cellular,technician,may,wed,university.degree,divorced,entre 30 y 39 años,yes
cellular,admin.,may,wed,university.degree,single,Menor de 30 años ,yes
cellular,admin.,may,wed,high.school,married,Menor de 30 años ,yes
telephone,retired,may,wed,high.school,divorced,60 años o más,yes
telephone,services,may,thu,high.school,single,Menor de 30 años ,yes
cellular,retired,may,thu,high.school,married,60 años o más,yes
cellular,technician,may,thu,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,may,thu,university.degree,married,entre 30 y 39 años,yes
cellular,student,may,thu,university.degree,divorced,entre 30 y 39 años,yes
cellular,technician,may,thu,professional.course,married,entre 40 y 49 años,yes
cellular,admin.,may,thu,basic.9y,single,entre 30 y 39 años,yes
cellular,student,may,thu,university.degree,divorced,entre 30 y 39 años,yes
telephone,student,may,thu,high.school,single,Menor de 30 años ,yes
cellular,services,may,fri,university.degree,single,entre 30 y 39 años,yes
cellular,technician,may,fri,professional.course,married,Menor de 30 años ,yes
cellular,admin.,may,fri,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,may,fri,university.degree,married,entre 30 y 39 años,yes
cellular,unemployed,may,mon,basic.9y,married,entre 50 y 59 años,yes
cellular,student,may,mon,basic.9y,single,Menor de 30 años ,yes
cellular,admin.,jun,tue,university.degree,married,Menor de 30 años ,yes
cellular,housemaid,jun,tue,basic.4y,married,60 años o más,yes
cellular,admin.,jun,tue,university.degree,married,Menor de 30 años ,yes
cellular,housemaid,jun,tue,basic.4y,married,60 años o más,yes
cellular,technician,jun,tue,university.degree,married,entre 50 y 59 años,yes
cellular,technician,jun,tue,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,jun,wed,university.degree,single,Menor de 30 años ,yes
cellular,admin.,jun,wed,high.school,divorced,entre 40 y 49 años,yes
cellular,technician,jun,wed,professional.course,single,Menor de 30 años ,yes
cellular,admin.,jun,wed,high.school,married,entre 30 y 39 años,yes
cellular,unemployed,jun,wed,professional.course,single,entre 30 y 39 años,yes
telephone,admin.,jun,mon,high.school,divorced,entre 40 y 49 años,yes
cellular,technician,jun,tue,professional.course,single,entre 30 y 39 años,yes
cellular,blue-collar,jun,tue,basic.9y,married,entre 40 y 49 años,yes
cellular,technician,jun,wed,high.school,married,entre 30 y 39 años,yes
cellular,admin.,jun,wed,university.degree,single,Menor de 30 años ,yes
cellular,admin.,jun,wed,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,jun,wed,university.degree,single,entre 30 y 39 años,yes
telephone,technician,jun,wed,university.degree,married,entre 40 y 49 años,yes
cellular,technician,jun,wed,university.degree,married,entre 40 y 49 años,yes
cellular,services,jun,wed,high.school,married,Menor de 30 años ,yes
cellular,admin.,jun,wed,university.degree,single,Menor de 30 años ,yes
cellular,admin.,jun,fri,university.degree,married,entre 30 y 39 años,yes
telephone,management,jun,mon,university.degree,married,entre 50 y 59 años,yes
cellular,management,jun,mon,university.degree,divorced,entre 30 y 39 años,yes
telephone,student,jun,mon,high.school,single,Menor de 30 años ,yes
cellular,technician,jun,mon,university.degree,married,entre 30 y 39 años,yes
cellular,retired,jun,mon,basic.4y,divorced,60 años o más,yes
cellular,self-employed,jun,mon,university.degree,married,entre 30 y 39 años,yes
cellular,student,jun,mon,high.school,single,Menor de 30 años ,yes
cellular,self-employed,jun,mon,university.degree,married,entre 30 y 39 años,yes
cellular,self-employed,jun,mon,university.degree,single,entre 30 y 39 años,yes
cellular,technician,jun,mon,university.degree,married,entre 30 y 39 años,yes
cellular,unemployed,jun,mon,basic.4y,married,entre 50 y 59 años,yes
cellular,admin.,jun,mon,university.degree,single,entre 30 y 39 años,yes
cellular,student,jun,mon,high.school,single,Menor de 30 años ,yes
cellular,self-employed,jun,mon,university.degree,single,Menor de 30 años ,yes
cellular,student,jun,mon,high.school,single,Menor de 30 años ,yes
cellular,technician,jun,tue,professional.course,married,entre 30 y 39 años,yes
cellular,admin.,jun,tue,high.school,married,Menor de 30 años ,yes
cellular,management,jun,tue,basic.6y,married,entre 50 y 59 años,yes
cellular,housemaid,jun,tue,basic.4y,married,60 años o más,yes
cellular,technician,jun,tue,professional.course,married,entre 30 y 39 años,yes
telephone,technician,jun,tue,professional.course,married,entre 30 y 39 años,yes
cellular,admin.,jun,wed,high.school,married,Menor de 30 años ,yes
cellular,admin.,jun,wed,high.school,married,Menor de 30 años ,yes
cellular,student,jun,wed,high.school,single,Menor de 30 años ,yes
cellular,management,jun,thu,university.degree,single,Menor de 30 años ,yes
cellular,management,jun,thu,university.degree,single,Menor de 30 años ,yes
cellular,blue-collar,jun,thu,professional.course,married,entre 40 y 49 años,yes
cellular,management,jun,thu,university.degree,single,Menor de 30 años ,yes
cellular,student,jun,thu,high.school,single,Menor de 30 años ,yes
cellular,blue-collar,jun,fri,basic.4y,married,60 años o más,yes
cellular,admin.,jun,fri,high.school,married,entre 30 y 39 años,yes
cellular,management,jun,tue,university.degree,married,entre 30 y 39 años,yes
cellular,management,jun,tue,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,jun,tue,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,jun,wed,university.degree,single,entre 30 y 39 años,yes
cellular,blue-collar,jun,wed,high.school,single,entre 30 y 39 años,yes
cellular,admin.,jun,wed,university.degree,single,entre 30 y 39 años,yes
cellular,blue-collar,jun,wed,high.school,single,entre 30 y 39 años,yes
cellular,admin.,jun,wed,high.school,married,entre 30 y 39 años,yes
cellular,technician,jun,thu,professional.course,married,entre 50 y 59 años,yes
cellular,self-employed,jun,thu,professional.course,divorced,entre 40 y 49 años,yes
cellular,retired,jun,fri,professional.course,divorced,60 años o más,yes
cellular,technician,jun,fri,university.degree,single,entre 30 y 39 años,yes
cellular,student,jun,fri,basic.6y,single,Menor de 30 años ,yes
cellular,retired,jun,fri,basic.4y,divorced,60 años o más,yes
cellular,admin.,jun,fri,university.degree,single,Menor de 30 años ,yes
cellular,unemployed,jun,mon,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,jun,mon,university.degree,married,entre 50 y 59 años,yes
cellular,admin.,jun,mon,university.degree,married,entre 50 y 59 años,yes
cellular,management,jun,mon,university.degree,divorced,entre 50 y 59 años,yes
cellular,blue-collar,jun,mon,basic.4y,married,entre 50 y 59 años,yes
cellular,admin.,jun,mon,university.degree,single,entre 30 y 39 años,yes
cellular,blue-collar,jun,mon,high.school,single,entre 30 y 39 años,yes
telephone,self-employed,jun,mon,university.degree,married,entre 30 y 39 años,yes
telephone,unemployed,jun,mon,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,jun,mon,high.school,married,60 años o más,yes
cellular,technician,jun,mon,university.degree,single,entre 30 y 39 años,yes
cellular,management,jun,tue,university.degree,married,entre 30 y 39 años,yes
cellular,unemployed,jun,tue,university.degree,single,entre 30 y 39 años,yes
cellular,retired,jun,tue,professional.course,married,60 años o más,yes
cellular,retired,jun,tue,professional.course,married,60 años o más,yes
cellular,retired,jun,tue,high.school,married,entre 50 y 59 años,yes
cellular,retired,jun,tue,professional.course,married,60 años o más,yes
cellular,admin.,jun,tue,high.school,single,Menor de 30 años ,yes
cellular,student,jun,tue,high.school,single,Menor de 30 años ,yes
cellular,entrepreneur,jun,tue,basic.6y,married,entre 30 y 39 años,yes
cellular,admin.,jun,tue,high.school,single,Menor de 30 años ,yes
cellular,unemployed,jun,tue,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,jun,wed,high.school,married,Menor de 30 años ,yes
telephone,technician,jun,wed,university.degree,single,entre 30 y 39 años,yes
cellular,services,jun,wed,high.school,married,entre 30 y 39 años,yes
cellular,retired,jun,wed,basic.4y,married,entre 50 y 59 años,yes
telephone,retired,jun,wed,basic.9y,single,60 años o más,yes
cellular,student,jun,wed,high.school,single,Menor de 30 años ,yes
cellular,admin.,jun,wed,high.school,married,Menor de 30 años ,yes
cellular,retired,jun,wed,basic.4y,married,60 años o más,yes
cellular,admin.,jun,wed,high.school,married,Menor de 30 años ,yes
cellular,management,jul,thu,university.degree,married,60 años o más,yes
cellular,admin.,jul,thu,high.school,single,entre 30 y 39 años,yes
cellular,admin.,jul,thu,high.school,married,entre 30 y 39 años,yes
cellular,services,jul,fri,high.school,single,Menor de 30 años ,yes
cellular,admin.,jul,fri,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,jul,fri,university.degree,married,entre 50 y 59 años,yes
cellular,admin.,jul,fri,university.degree,single,entre 30 y 39 años,yes
cellular,services,jul,fri,high.school,single,Menor de 30 años ,yes
cellular,blue-collar,jul,fri,basic.9y,single,Menor de 30 años ,yes
cellular,admin.,jul,fri,university.degree,single,entre 40 y 49 años,yes
cellular,technician,jul,mon,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,jul,mon,university.degree,divorced,entre 40 y 49 años,yes
cellular,admin.,jul,mon,university.degree,divorced,entre 40 y 49 años,yes
cellular,student,jul,tue,basic.9y,single,Menor de 30 años ,yes
cellular,admin.,jul,tue,high.school,married,entre 40 y 49 años,yes
cellular,admin.,jul,tue,high.school,married,entre 40 y 49 años,yes
cellular,admin.,jul,tue,high.school,single,Menor de 30 años ,yes
cellular,admin.,jul,tue,high.school,married,entre 40 y 49 años,yes
cellular,self-employed,jul,tue,university.degree,married,entre 40 y 49 años,yes
cellular,housemaid,jul,tue,basic.4y,divorced,60 años o más,yes
telephone,admin.,jul,wed,high.school,married,entre 50 y 59 años,yes
telephone,admin.,jul,wed,high.school,married,entre 30 y 39 años,yes
cellular,admin.,jul,wed,high.school,married,entre 30 y 39 años,yes
telephone,services,jul,wed,high.school,married,entre 30 y 39 años,yes
cellular,admin.,jul,wed,high.school,single,entre 30 y 39 años,yes
cellular,retired,jul,thu,university.degree,married,60 años o más,yes
cellular,admin.,jul,thu,high.school,single,Menor de 30 años ,yes
cellular,admin.,jul,thu,high.school,married,entre 30 y 39 años,yes
telephone,services,jul,thu,high.school,single,Menor de 30 años ,yes
cellular,admin.,jul,thu,high.school,married,entre 50 y 59 años,yes
cellular,admin.,jul,thu,high.school,single,Menor de 30 años ,yes
cellular,self-employed,jul,thu,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,jul,thu,university.degree,married,entre 30 y 39 años,yes
cellular,retired,jul,fri,basic.4y,married,60 años o más,yes
cellular,unemployed,jul,fri,high.school,married,Menor de 30 años ,yes
cellular,admin.,jul,fri,university.degree,married,entre 40 y 49 años,yes
cellular,retired,jul,fri,basic.4y,married,60 años o más,yes
cellular,admin.,jul,mon,university.degree,divorced,entre 30 y 39 años,yes
cellular,retired,jul,mon,basic.4y,divorced,entre 50 y 59 años,yes
cellular,admin.,jul,mon,university.degree,divorced,entre 30 y 39 años,yes
cellular,technician,jul,mon,professional.course,single,entre 30 y 39 años,yes
cellular,admin.,jul,mon,university.degree,single,Menor de 30 años ,yes
cellular,admin.,jul,mon,high.school,single,Menor de 30 años ,yes
telephone,student,jul,mon,basic.9y,single,Menor de 30 años ,yes
cellular,retired,jul,mon,basic.4y,divorced,entre 50 y 59 años,yes
cellular,student,jul,mon,high.school,single,Menor de 30 años ,yes
cellular,retired,jul,tue,basic.4y,married,60 años o más,yes
cellular,admin.,jul,tue,high.school,single,Menor de 30 años ,yes
cellular,services,jul,tue,professional.course,single,Menor de 30 años ,yes
cellular,retired,jul,tue,university.degree,married,60 años o más,yes
telephone,retired,jul,tue,university.degree,married,60 años o más,yes
cellular,retired,jul,tue,high.school,married,60 años o más,yes
cellular,retired,jul,tue,high.school,married,60 años o más,yes
cellular,admin.,jul,tue,university.degree,married,Menor de 30 años ,yes
cellular,unemployed,jul,tue,university.degree,single,entre 30 y 39 años,yes
cellular,technician,jul,tue,professional.course,single,entre 30 y 39 años,yes
cellular,technician,jul,tue,professional.course,single,entre 30 y 39 años,yes
cellular,services,jul,tue,professional.course,single,Menor de 30 años ,yes
cellular,technician,jul,tue,professional.course,single,entre 30 y 39 años,yes
cellular,admin.,jul,tue,high.school,single,Menor de 30 años ,yes
telephone,blue-collar,jul,wed,basic.9y,single,entre 50 y 59 años,yes
cellular,student,jul,wed,professional.course,single,entre 30 y 39 años,yes
cellular,technician,jul,wed,basic.9y,single,Menor de 30 años ,yes
cellular,blue-collar,jul,wed,basic.9y,single,entre 50 y 59 años,yes
cellular,management,jul,wed,university.degree,married,entre 40 y 49 años,yes
telephone,technician,jul,wed,basic.9y,single,Menor de 30 años ,yes
cellular,admin.,jul,wed,university.degree,single,Menor de 30 años ,yes
cellular,services,jul,wed,basic.9y,married,entre 30 y 39 años,yes
telephone,blue-collar,jul,wed,basic.9y,single,entre 50 y 59 años,yes
cellular,admin.,jul,wed,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,thu,basic.9y,single,Menor de 30 años ,yes
cellular,technician,jul,thu,basic.6y,married,entre 50 y 59 años,yes
cellular,management,jul,thu,university.degree,married,entre 50 y 59 años,yes
cellular,services,jul,thu,high.school,married,entre 30 y 39 años,yes
cellular,services,jul,thu,high.school,single,Menor de 30 años ,yes
cellular,admin.,jul,thu,university.degree,single,entre 30 y 39 años,yes
cellular,student,jul,thu,basic.9y,single,Menor de 30 años ,yes
telephone,retired,jul,thu,basic.4y,married,60 años o más,yes
cellular,retired,jul,thu,basic.4y,divorced,60 años o más,yes
cellular,admin.,jul,thu,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,thu,basic.9y,single,Menor de 30 años ,yes
cellular,self-employed,jul,thu,university.degree,single,Menor de 30 años ,yes
cellular,admin.,jul,thu,basic.9y,single,entre 40 y 49 años,yes
cellular,admin.,jul,fri,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,jul,fri,university.degree,married,60 años o más,yes
cellular,admin.,jul,fri,university.degree,married,entre 50 y 59 años,yes
cellular,admin.,jul,fri,high.school,single,Menor de 30 años ,yes
cellular,technician,jul,fri,university.degree,single,Menor de 30 años ,yes
cellular,technician,jul,fri,professional.course,married,entre 50 y 59 años,yes
telephone,admin.,jul,mon,university.degree,single,Menor de 30 años ,yes
cellular,technician,jul,mon,professional.course,married,entre 50 y 59 años,yes
cellular,technician,jul,mon,professional.course,divorced,entre 40 y 49 años,yes
cellular,retired,jul,mon,basic.4y,married,60 años o más,yes
cellular,retired,jul,mon,basic.4y,married,60 años o más,yes
cellular,retired,jul,mon,basic.4y,married,60 años o más,yes
cellular,technician,jul,mon,professional.course,married,entre 50 y 59 años,yes
cellular,unemployed,jul,mon,basic.4y,divorced,entre 50 y 59 años,yes
cellular,retired,jul,mon,basic.4y,married,60 años o más,yes
cellular,retired,jul,mon,basic.4y,married,60 años o más,yes
cellular,admin.,jul,mon,university.degree,married,Menor de 30 años ,yes
cellular,technician,jul,mon,university.degree,married,entre 30 y 39 años,yes
cellular,technician,jul,tue,professional.course,single,Menor de 30 años ,yes
cellular,retired,jul,tue,high.school,married,60 años o más,yes
telephone,housemaid,jul,tue,basic.4y,married,60 años o más,yes
cellular,housemaid,jul,wed,basic.4y,divorced,60 años o más,yes
cellular,retired,jul,wed,basic.6y,married,60 años o más,yes
cellular,unemployed,jul,wed,university.degree,single,entre 30 y 39 años,yes
cellular,technician,jul,thu,professional.course,single,Menor de 30 años ,yes
cellular,admin.,jul,thu,university.degree,married,entre 50 y 59 años,yes
cellular,services,jul,thu,high.school,single,Menor de 30 años ,yes
cellular,technician,jul,thu,professional.course,married,entre 40 y 49 años,yes
cellular,admin.,jul,thu,high.school,married,60 años o más,yes
cellular,management,jul,thu,university.degree,married,entre 40 y 49 años,yes
cellular,management,jul,thu,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,jul,thu,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,jul,thu,basic.9y,married,60 años o más,yes
cellular,services,jul,thu,high.school,single,Menor de 30 años ,yes
cellular,student,jul,fri,university.degree,single,entre 30 y 39 años,yes
cellular,management,jul,fri,basic.4y,married,entre 50 y 59 años,yes
cellular,student,jul,fri,university.degree,single,entre 30 y 39 años,yes
cellular,technician,jul,fri,professional.course,married,Menor de 30 años ,yes
cellular,admin.,jul,fri,high.school,single,Menor de 30 años ,yes
cellular,admin.,jul,fri,university.degree,single,Menor de 30 años ,yes
cellular,admin.,jul,fri,university.degree,married,60 años o más,yes
cellular,blue-collar,jul,mon,basic.9y,married,entre 30 y 39 años,yes
cellular,technician,jul,mon,high.school,married,entre 50 y 59 años,yes
cellular,management,jul,mon,university.degree,married,60 años o más,yes
cellular,retired,jul,mon,university.degree,married,60 años o más,yes
cellular,retired,jul,mon,university.degree,married,60 años o más,yes
cellular,technician,jul,mon,professional.course,single,Menor de 30 años ,yes
cellular,retired,jul,tue,basic.4y,divorced,60 años o más,yes
cellular,admin.,jul,tue,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,jul,tue,professional.course,married,entre 50 y 59 años,yes
cellular,admin.,jul,tue,professional.course,married,entre 50 y 59 años,yes
cellular,retired,jul,tue,basic.4y,married,60 años o más,yes
cellular,housemaid,jul,wed,professional.course,married,entre 40 y 49 años,yes
cellular,retired,jul,wed,high.school,divorced,60 años o más,yes
cellular,student,jul,wed,professional.course,single,Menor de 30 años ,yes
cellular,blue-collar,jul,wed,basic.4y,married,entre 50 y 59 años,yes
cellular,student,jul,wed,professional.course,single,Menor de 30 años ,yes
cellular,retired,jul,wed,high.school,divorced,entre 50 y 59 años,yes
cellular,housemaid,jul,wed,basic.4y,married,entre 50 y 59 años,yes
cellular,housemaid,jul,wed,professional.course,married,entre 40 y 49 años,yes
cellular,technician,jul,thu,professional.course,single,Menor de 30 años ,yes
cellular,retired,jul,thu,basic.4y,divorced,60 años o más,yes
telephone,admin.,jul,thu,university.degree,divorced,entre 30 y 39 años,yes
cellular,housemaid,jul,thu,basic.6y,married,entre 50 y 59 años,yes
cellular,entrepreneur,jul,thu,university.degree,divorced,entre 50 y 59 años,yes
cellular,technician,jul,thu,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,jul,thu,university.degree,married,entre 50 y 59 años,yes
telephone,technician,jul,thu,university.degree,single,entre 30 y 39 años,yes
telephone,blue-collar,jul,thu,professional.course,married,entre 40 y 49 años,yes
cellular,retired,jul,thu,basic.4y,married,60 años o más,yes
telephone,technician,jul,thu,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,jul,thu,university.degree,married,entre 30 y 39 años,yes
cellular,services,jul,fri,high.school,single,Menor de 30 años ,yes
cellular,management,jul,fri,university.degree,married,entre 30 y 39 años,yes
telephone,admin.,jul,fri,university.degree,married,entre 30 y 39 años,yes
cellular,retired,jul,fri,basic.9y,married,60 años o más,yes
telephone,management,jul,fri,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,jul,fri,university.degree,married,entre 30 y 39 años,yes
cellular,management,jul,fri,university.degree,married,entre 40 y 49 años,yes
cellular,services,aug,mon,basic.9y,married,entre 50 y 59 años,yes
cellular,retired,aug,mon,basic.4y,married,60 años o más,yes
cellular,retired,aug,mon,basic.4y,married,60 años o más,yes
cellular,admin.,aug,tue,university.degree,single,Menor de 30 años ,yes
cellular,retired,aug,tue,professional.course,married,60 años o más,yes
cellular,technician,aug,tue,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,aug,tue,university.degree,single,Menor de 30 años ,yes
cellular,unemployed,aug,tue,basic.9y,single,Menor de 30 años ,yes
cellular,student,aug,tue,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,aug,tue,high.school,married,entre 40 y 49 años,yes
cellular,student,aug,tue,high.school,single,entre 30 y 39 años,yes
cellular,student,aug,tue,high.school,single,Menor de 30 años ,yes
cellular,blue-collar,aug,wed,basic.4y,married,entre 50 y 59 años,yes
cellular,admin.,aug,wed,university.degree,married,entre 40 y 49 años,yes
cellular,technician,aug,wed,university.degree,married,entre 30 y 39 años,yes
cellular,technician,aug,wed,university.degree,married,entre 30 y 39 años,yes
cellular,student,aug,wed,university.degree,single,Menor de 30 años ,yes
cellular,student,aug,wed,basic.9y,single,Menor de 30 años ,yes
telephone,retired,aug,wed,university.degree,married,60 años o más,yes
cellular,admin.,aug,wed,university.degree,married,entre 40 y 49 años,yes
cellular,student,aug,wed,university.degree,single,Menor de 30 años ,yes
cellular,student,aug,wed,basic.9y,single,Menor de 30 años ,yes
cellular,blue-collar,aug,wed,basic.9y,married,entre 40 y 49 años,yes
cellular,admin.,aug,wed,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,aug,wed,university.degree,single,entre 40 y 49 años,yes
cellular,admin.,aug,wed,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,aug,wed,university.degree,single,entre 30 y 39 años,yes
cellular,services,aug,wed,basic.6y,divorced,entre 40 y 49 años,yes
cellular,blue-collar,aug,wed,professional.course,single,entre 30 y 39 años,yes
cellular,admin.,aug,thu,high.school,divorced,entre 40 y 49 años,yes
cellular,unemployed,aug,thu,university.degree,single,Menor de 30 años ,yes
cellular,unemployed,aug,thu,university.degree,single,Menor de 30 años ,yes
cellular,admin.,aug,thu,university.degree,divorced,entre 40 y 49 años,yes
cellular,admin.,aug,thu,high.school,divorced,entre 40 y 49 años,yes
cellular,admin.,aug,thu,university.degree,divorced,entre 40 y 49 años,yes
cellular,admin.,aug,thu,high.school,married,entre 40 y 49 años,yes
cellular,retired,aug,thu,basic.4y,married,60 años o más,yes
cellular,entrepreneur,aug,thu,university.degree,married,entre 40 y 49 años,yes
cellular,entrepreneur,aug,thu,university.degree,married,entre 40 y 49 años,yes
cellular,management,aug,thu,high.school,married,entre 30 y 39 años,yes
cellular,technician,aug,thu,professional.course,married,entre 40 y 49 años,yes
cellular,admin.,aug,thu,university.degree,single,Menor de 30 años ,yes
cellular,admin.,aug,thu,university.degree,married,entre 40 y 49 años,yes
cellular,retired,aug,fri,professional.course,married,entre 50 y 59 años,yes
cellular,admin.,aug,fri,high.school,divorced,entre 40 y 49 años,yes
cellular,admin.,aug,fri,university.degree,single,Menor de 30 años ,yes
cellular,retired,aug,fri,professional.course,married,entre 50 y 59 años,yes
cellular,admin.,aug,fri,high.school,divorced,entre 40 y 49 años,yes
cellular,admin.,aug,fri,high.school,divorced,entre 40 y 49 años,yes
cellular,technician,aug,fri,university.degree,divorced,entre 40 y 49 años,yes
cellular,admin.,aug,fri,university.degree,single,Menor de 30 años ,yes
cellular,admin.,aug,fri,university.degree,single,Menor de 30 años ,yes
telephone,retired,aug,fri,basic.4y,married,60 años o más,yes
cellular,unemployed,aug,mon,high.school,married,entre 30 y 39 años,yes
cellular,services,aug,mon,university.degree,single,Menor de 30 años ,yes
cellular,technician,aug,mon,basic.9y,married,entre 50 y 59 años,yes
telephone,admin.,aug,mon,university.degree,single,Menor de 30 años ,yes
cellular,admin.,aug,mon,university.degree,single,Menor de 30 años ,yes
telephone,management,aug,tue,university.degree,married,entre 50 y 59 años,yes
cellular,admin.,aug,tue,high.school,divorced,entre 50 y 59 años,yes
cellular,management,aug,tue,university.degree,married,entre 50 y 59 años,yes
cellular,blue-collar,aug,tue,basic.9y,married,entre 30 y 39 años,yes
cellular,admin.,aug,tue,university.degree,single,entre 50 y 59 años,yes
cellular,retired,aug,tue,professional.course,married,60 años o más,yes
cellular,admin.,aug,tue,university.degree,married,entre 30 y 39 años,yes
cellular,retired,aug,tue,basic.4y,married,60 años o más,yes
cellular,admin.,aug,tue,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,aug,tue,high.school,divorced,entre 50 y 59 años,yes
cellular,technician,aug,wed,high.school,married,entre 40 y 49 años,yes
telephone,admin.,aug,wed,university.degree,married,60 años o más,yes
cellular,student,aug,wed,high.school,single,Menor de 30 años ,yes
cellular,blue-collar,aug,wed,basic.9y,married,entre 50 y 59 años,yes
cellular,retired,aug,wed,basic.4y,married,60 años o más,yes
cellular,admin.,aug,wed,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,aug,wed,university.degree,divorced,60 años o más,yes
telephone,admin.,aug,thu,university.degree,married,entre 40 y 49 años,yes
cellular,technician,aug,thu,professional.course,married,entre 40 y 49 años,yes
cellular,housemaid,aug,thu,professional.course,divorced,60 años o más,yes
cellular,management,aug,thu,university.degree,married,entre 50 y 59 años,yes
cellular,admin.,aug,thu,university.degree,married,entre 30 y 39 años,yes
cellular,technician,aug,thu,professional.course,married,entre 50 y 59 años,yes
cellular,retired,aug,thu,university.degree,married,60 años o más,yes
cellular,admin.,aug,thu,university.degree,married,Menor de 30 años ,yes
cellular,admin.,aug,thu,university.degree,married,entre 30 y 39 años,yes
telephone,management,aug,thu,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,aug,fri,basic.9y,married,entre 40 y 49 años,yes
telephone,student,aug,fri,high.school,single,Menor de 30 años ,yes
cellular,self-employed,aug,fri,university.degree,divorced,entre 40 y 49 años,yes
cellular,entrepreneur,aug,fri,university.degree,married,entre 30 y 39 años,yes
cellular,services,aug,fri,high.school,single,entre 30 y 39 años,yes
cellular,services,aug,fri,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,aug,fri,university.degree,single,entre 30 y 39 años,yes
cellular,technician,aug,fri,university.degree,married,entre 40 y 49 años,yes
